"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 24 11:56:10 GMT 2025","Wed Sep 24 11:56:12 GMT 2025","1562","LMS System","Authentication","Registration","","","Registration with correct email, username and password",""
"passed","Wed Sep 24 11:56:15 GMT 2025","Wed Sep 24 11:56:15 GMT 2025","1","tests.pytest","test_markers","TestUserAuthentication","","","test_logout",""
"passed","Wed Sep 24 11:56:15 GMT 2025","Wed Sep 24 11:56:15 GMT 2025","0","tests.pytest","test_markers","","","","test_regression_case",""
"passed","Wed Sep 24 11:56:15 GMT 2025","Wed Sep 24 11:56:15 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_login",""
"passed","Wed Sep 24 11:56:13 GMT 2025","Wed Sep 24 11:56:16 GMT 2025","2570","LMS System","Courses","Courses","","","Edit course",""
"passed","Wed Sep 24 11:56:15 GMT 2025","Wed Sep 24 11:56:15 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_password_reset",""
"passed","Wed Sep 24 11:56:11 GMT 2025","Wed Sep 24 11:56:13 GMT 2025","1387","LMS System","Courses","Courses","","","Check displaying of empty courses list",""
"passed","Wed Sep 24 11:56:05 GMT 2025","Wed Sep 24 11:56:08 GMT 2025","3258","LMS System","Authentication","Authorization","","","User login with correct email and password",""
"passed","Wed Sep 24 11:56:05 GMT 2025","Wed Sep 24 11:56:07 GMT 2025","1909","LMS System","Authentication","Authorization","","","User login with wrong email or password",""
"passed","Wed Sep 24 11:56:16 GMT 2025","Wed Sep 24 11:56:18 GMT 2025","1404","LMS System","Dashboard","Dashboard","","","Check displaying of dashboard page",""
"passed","Wed Sep 24 11:56:07 GMT 2025","Wed Sep 24 11:56:09 GMT 2025","1579","LMS System","Authentication","Authorization","","","User login with wrong email or password",""
"passed","Wed Sep 24 11:56:09 GMT 2025","Wed Sep 24 11:56:10 GMT 2025","1262","LMS System","Authentication","Authorization","","","Navigation from login page to registration page",""
"passed","Wed Sep 24 11:56:13 GMT 2025","Wed Sep 24 11:56:15 GMT 2025","2172","LMS System","Courses","Courses","","","Create course",""
"passed","Wed Sep 24 11:56:08 GMT 2025","Wed Sep 24 11:56:10 GMT 2025","1432","LMS System","Authentication","Authorization","","","User login with wrong email or password",""
"passed","Wed Sep 24 11:56:15 GMT 2025","Wed Sep 24 11:56:15 GMT 2025","0","tests.pytest","test_markers","TestUserInterface","","","test_forgot_password_link",""
"passed","Wed Sep 24 11:56:15 GMT 2025","Wed Sep 24 11:56:15 GMT 2025","0","tests.pytest","test_markers","","","","test_critical_login",""
