"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 22 13:32:36 GMT 2025","Mon Sep 22 13:32:37 GMT 2025","1564","LMS System","Authentication","Authorization","","","User login with wrong email or password",""
"passed","Mon Sep 22 13:32:42 GMT 2025","Mon Sep 22 13:32:45 GMT 2025","2754","LMS System","Courses","Courses","","","Edit course",""
"passed","Mon Sep 22 13:32:45 GMT 2025","Mon Sep 22 13:32:45 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_logout",""
"passed","Mon Sep 22 13:32:45 GMT 2025","Mon Sep 22 13:32:45 GMT 2025","0","tests.pytest","test_markers","TestUserInterface","","","test_forgot_password_link",""
"passed","Mon Sep 22 13:32:42 GMT 2025","Mon Sep 22 13:32:45 GMT 2025","2681","LMS System","Courses","Courses","","","Create course",""
"passed","Mon Sep 22 13:32:45 GMT 2025","Mon Sep 22 13:32:45 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_password_reset",""
"passed","Mon Sep 22 13:32:33 GMT 2025","Mon Sep 22 13:32:35 GMT 2025","1982","LMS System","Authentication","Authorization","","","User login with wrong email or password",""
"passed","Mon Sep 22 13:32:40 GMT 2025","Mon Sep 22 13:32:42 GMT 2025","1531","LMS System","Courses","Courses","","","Check displaying of empty courses list",""
"passed","Mon Sep 22 13:32:39 GMT 2025","Mon Sep 22 13:32:41 GMT 2025","1582","LMS System","Authentication","Registration","","","Registration with correct email, username and password",""
"passed","Mon Sep 22 13:32:45 GMT 2025","Mon Sep 22 13:32:45 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_login",""
"passed","Mon Sep 22 13:32:45 GMT 2025","Mon Sep 22 13:32:45 GMT 2025","0","tests.pytest","test_markers","","","","test_critical_login",""
"passed","Mon Sep 22 13:32:45 GMT 2025","Mon Sep 22 13:32:47 GMT 2025","1483","LMS System","Dashboard","Dashboard","","","Check displaying of dashboard page",""
"passed","Mon Sep 22 13:32:37 GMT 2025","Mon Sep 22 13:32:39 GMT 2025","1412","LMS System","Authentication","Authorization","","","User login with wrong email or password",""
"passed","Mon Sep 22 13:32:33 GMT 2025","Mon Sep 22 13:32:37 GMT 2025","3338","LMS System","Authentication","Authorization","","","User login with correct email and password",""
"passed","Mon Sep 22 13:32:45 GMT 2025","Mon Sep 22 13:32:45 GMT 2025","1","tests.pytest","test_markers","","","","test_regression_case",""
"passed","Mon Sep 22 13:32:38 GMT 2025","Mon Sep 22 13:32:39 GMT 2025","1296","LMS System","Authentication","Authorization","","","Navigation from login page to registration page",""
