"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 23 12:10:29 GMT 2025","Tue Sep 23 12:10:30 GMT 2025","1377","LMS System","Courses","Courses","","","Check displaying of empty courses list",""
"passed","Tue Sep 23 12:10:22 GMT 2025","Tue Sep 23 12:10:24 GMT 2025","1552","LMS System","Authentication","Authorization","","","User login with wrong email or password",""
"passed","Tue Sep 23 12:10:26 GMT 2025","Tue Sep 23 12:10:28 GMT 2025","1595","LMS System","Authentication","Registration","","","Registration with correct email, username and password",""
"passed","Tue Sep 23 12:10:20 GMT 2025","Tue Sep 23 12:10:22 GMT 2025","1565","LMS System","Authentication","Authorization","","","User login with wrong email or password",""
"passed","Tue Sep 23 12:10:30 GMT 2025","Tue Sep 23 12:10:35 GMT 2025","4236","LMS System","Courses","Courses","","","Edit course",""
"passed","Tue Sep 23 12:10:29 GMT 2025","Tue Sep 23 12:10:32 GMT 2025","2088","LMS System","Courses","Courses","","","Create course",""
"passed","Tue Sep 23 12:10:32 GMT 2025","Tue Sep 23 12:10:34 GMT 2025","1895","LMS System","Dashboard","Dashboard","","","Check displaying of dashboard page",""
"passed","Tue Sep 23 12:10:34 GMT 2025","Tue Sep 23 12:10:34 GMT 2025","0","tests.pytest","test_markers","TestUserInterface","","","test_forgot_password_link",""
"passed","Tue Sep 23 12:10:34 GMT 2025","Tue Sep 23 12:10:34 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_logout",""
"passed","Tue Sep 23 12:10:24 GMT 2025","Tue Sep 23 12:10:26 GMT 2025","1572","LMS System","Authentication","Authorization","","","Navigation from login page to registration page",""
"passed","Tue Sep 23 12:10:35 GMT 2025","Tue Sep 23 12:10:35 GMT 2025","0","tests.pytest","test_markers","","","","test_regression_case",""
"passed","Tue Sep 23 12:10:20 GMT 2025","Tue Sep 23 12:10:25 GMT 2025","4167","LMS System","Authentication","Authorization","","","User login with correct email and password",""
"passed","Tue Sep 23 12:10:34 GMT 2025","Tue Sep 23 12:10:34 GMT 2025","0","tests.pytest","test_markers","","","","test_critical_login",""
"passed","Tue Sep 23 12:10:34 GMT 2025","Tue Sep 23 12:10:34 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_login",""
"passed","Tue Sep 23 12:10:34 GMT 2025","Tue Sep 23 12:10:34 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_password_reset",""
"passed","Tue Sep 23 12:10:25 GMT 2025","Tue Sep 23 12:10:27 GMT 2025","1749","LMS System","Authentication","Authorization","","","User login with wrong email or password",""
